country,city,zone,metric,week,week_label,value
MX,Toluca,Tol_Metepec,Orders,4,l4w,2517.0
MX,Cd. Victoria,CdVictoria_centro_Aguayo_Santander,Orders,4,l4w,2589.0
BR,Rio De Janeiro,Flamengo,Orders,4,l4w,2586.0
MX,Acapulco,ACA las brisas,Orders,4,l4w,2325.0
MX,Irapuato,Irapuato,Orders,4,l4w,2372.0
BR,Porto Alegre,RS - POA - Moinhos de Vento,Orders,4,l4w,2439.0
AR,Parana,Parana,Orders,4,l4w,2143.0
BR,Rio De Janeiro,Reserva,Orders,4,l4w,2298.0
MX,Tijuana,TIJ_Santa_Fe,Orders,4,l4w,2483.0
AR,San Miguel De Tucuman,Tucuman,Orders,4,l4w,2097.0
AR,Cordoba,CORDOBA_CERRO_ROSAS,Orders,4,l4w,2456.0
CL,Viña Del Mar,Concón,Orders,4,l4w,2404.0
MX,Cancun,Cun_Pedregal,Orders,4,l4w,2275.0
MX,Tuxtla Gutierrez,TUX Albania,Orders,4,l4w,2329.0
MX,Nuevo Laredo,Nlar_aeropuerto,Orders,4,l4w,2156.0
CO,Valledupar,San Jorge,Orders,4,l4w,2691.0
CO,Pereira,SAMARIA_2_PEI,Orders,4,l4w,2378.0
MX,Xalapa,Xalapa Bugambilias,Orders,4,l4w,2708.0
PE,Piura,Miraflores Centro,Orders,4,l4w,2327.0
BR,Grande São Paulo,SP - SP - Campo Limpo/Capão,Orders,4,l4w,1957.0
PE,Punta Hermosa,Sur Chico Playas,Orders,4,l4w,2619.0
AR,Rosario,Rosario Sur,Orders,4,l4w,2100.0
CO,Cartagena,La siriaca,Orders,4,l4w,2117.0
CO,Palmira,Palmira occidente,Orders,4,l4w,2404.0
MX,Tampico,Tam_Altamira,Orders,4,l4w,2595.0
EC,Guayaquil,Sauces,Orders,4,l4w,2528.0
MX,Piedras Negras,PDN_Piedras_Negras,Orders,4,l4w,1949.0
MX,Celaya,Celaya,Orders,4,l4w,2189.0
AR,Buenos Aires,Quilmes,Orders,4,l4w,1879.0
MX,San Jose Del Cabo,San Jose del Cabo,Orders,4,l4w,1816.0
BR,Grande São Paulo,SP - SP - Limao/Casa Verde,Orders,4,l4w,1979.0
BR,Rio De Janeiro,Barra,Orders,4,l4w,2063.0
CO,Rionegro,Llano_grande,Orders,4,l4w,1927.0
BR,Campinas,SP - CPS - Cambuí/Centro,Orders,4,l4w,2253.0
CL,Santiago De Chile,Recoleta,Orders,4,l4w,2249.0
CO,Cartagena,Centro Historico,Orders,4,l4w,2357.0
MX,Mexicali,MXL_Universidad,Orders,4,l4w,2181.0
MX,Ciudad De Mexico,CDMX_Cuautitlan_Melchor_Ocampo,Orders,4,l4w,2691.0
PE,Lima,El Carmen,Orders,4,l4w,2169.0
MX,Aguascalientes,AGS_Industrial Sur,Orders,4,l4w,2146.0
BR,Rio De Janeiro,Gavea,Orders,4,l4w,1901.0
MX,Villahermosa,VSA_Centro,Orders,4,l4w,1924.0
MX,Pachuca,PCH Zona Plateada,Orders,4,l4w,2379.0
BR,Curitiba,PR - CWB - Cristo Rei/Juveve,Orders,4,l4w,1947.0
CL,Santiago De Chile,San Carlos de Apoquindo,Orders,4,l4w,2241.0
MX,San Juan Del Rio,SAN JUAN DEL RIO,Orders,4,l4w,1938.0
MX,Xalapa,Xalapa Revolucion,Orders,4,l4w,2021.0
BR,Rio De Janeiro,Praia da Macumba,Orders,4,l4w,1885.0
AR,Cordoba,Nueva Cordoba,Orders,4,l4w,2056.0
MX,Pachuca,PCH_Calera-Saucillo,Orders,4,l4w,2056.0
MX,Tijuana,TIJ_Hipodromo,Orders,4,l4w,2041.0
MX,Chilpancingo De Los Bravo,Chilpancingo Sur,Orders,4,l4w,1935.0
MX,Chetumal,Chetumal,Orders,4,l4w,2198.0
MX,San Luis Potosi,SLP_Morales_Saucito,Orders,4,l4w,1855.0
MX,San Luis Potosi,SLP_Soledad,Orders,4,l4w,1847.0
AR,Cordoba,Sabattini Altamira,Orders,4,l4w,1960.0
MX,Leon,LEO_Sur,Orders,4,l4w,1948.0
MX,Toluca,Tol_Zinacantepec_Centro,Orders,4,l4w,1833.0
PE,Arequipa,Misti Norte,Orders,4,l4w,1989.0
MX,Aguascalientes,AGS_Canteras,Orders,4,l4w,1661.0
CL,Santiago De Chile,Independencia,Orders,4,l4w,2050.0
CO,Tulua,Tulua,Orders,4,l4w,1846.0
BR,Curitiba,PR - CWB - Novo Mundo,Orders,4,l4w,1795.0
CL,Viña Del Mar,Valparaíso,Orders,4,l4w,1971.0
MX,Campeche,CAMP Fidel Velazquez,Orders,4,l4w,1817.0
UY,Montevideo,Pocitos,Orders,4,l4w,1699.0
PE,Lima,Ate Centro,Orders,4,l4w,1956.0
MX,Chihuahua,CH_Periferico,Orders,4,l4w,1607.0
CL,Santiago De Chile,puente_alto,Orders,4,l4w,1988.0
MX,Durango,Dgo_fidel_velazquez,Orders,4,l4w,1790.0
CO,Girardot,Girardot,Orders,4,l4w,1248.0
MX,Villahermosa,VSA_Florida,Orders,4,l4w,1714.0
MX,Durango,Dgo_el_refugio,Orders,4,l4w,1611.0
MX,Tuxtla Gutierrez,TUX Jardines,Orders,4,l4w,1697.0
AR,Cordoba,Villa Adela,Orders,4,l4w,1801.0
MX,Toluca,Tol_Teconlógico-Bicentenario,Orders,4,l4w,1845.0
AR,Buenos Aires,Hurlingham,Orders,4,l4w,1517.0
PE,Arequipa,PichuPichu Este,Orders,4,l4w,1767.0
MX,Ciudad Juarez,JRZ_Torres,Orders,4,l4w,1693.0
BR,Grande São Paulo,SP - SP - Raposo/Rio Pequeno,Orders,4,l4w,1564.0
MX,Chihuahua,CH_TECNOLOGICO,Orders,4,l4w,1598.0
BR,Grande São Paulo,SP - SP - Vila Formosa/Carrao,Orders,4,l4w,1587.0
CO,Yopal,Yopal,Orders,4,l4w,1668.0
MX,Poza Rica De Hidalgo,Poza Rica Hidalgo,Orders,4,l4w,1848.0
MX,Pachuca,PCH Sur,Orders,4,l4w,1656.0
CO,Popayan,Popayan Norte,Orders,4,l4w,1611.0
BR,Rio De Janeiro,Recreio,Orders,4,l4w,1478.0
BR,Belo Horizonte,MG - BHZ - Cachoeirinha,Orders,4,l4w,1535.0
MX,Guaymas,Guaymas,Orders,4,l4w,1393.0
BR,Recife,PE - REC - Centro,Orders,4,l4w,1534.0
MX,Tepic,TEP_CENTRO_MOLOLOA,Orders,4,l4w,1706.0
MX,Tulancingo,TGO Centro,Orders,4,l4w,1687.0
MX,Cuernavaca,CVA-Temixco,Orders,4,l4w,1562.0
CO,Mosquera/ Funza,Madrid,Orders,4,l4w,1518.0
CO,Zipaquira,Zipaquira,Orders,4,l4w,1688.0
MX,Durango,Dgo_los_viñedos,Orders,4,l4w,1537.0
PE,Lima,Huachipa,Orders,4,l4w,1661.0
CO,Cartagena,Horizonte Campanos,Orders,4,l4w,1576.0
MX,Tijuana,TIJ_Insurgentes,Orders,4,l4w,1631.0
CL,Viña Del Mar,Reñaca,Orders,4,l4w,1634.0
MX,Tijuana,TIJ_Casa_Blanca,Orders,4,l4w,1412.0
AR,Rosario,Belgrano,Orders,4,l4w,1515.0
AR,La Plata,Gonnet,Orders,4,l4w,1399.0
CO,Barrancabermeja,Barrancabermeja,Orders,4,l4w,1702.0
MX,San Cristobal De Las Casas,San Cristobal de las casas,Orders,4,l4w,1607.0
EC,Quito,Centro de Quito,Orders,4,l4w,1827.0
AR,Mar Del Plata,MAR_DEL_PLATA_NORTE,Orders,4,l4w,1273.0
EC,Quito,Sur de Quito,Orders,4,l4w,1848.0
EC,Quito,El Inca,Orders,4,l4w,1700.0
BR,Rio De Janeiro,Centro,Orders,4,l4w,1557.0
BR,Belo Horizonte,MG - BH - Caiçara/Padre Eustáquio/Gameleira,Orders,4,l4w,1474.0
MX,Acapulco,ACA Las Playas,Orders,4,l4w,1480.0
CO,Cali,Puerta del Sol 2,Orders,4,l4w,1313.0
BR,Grande São Paulo,SP - OSC - Osasco,Orders,4,l4w,1303.0
AR,Salta,Salta_Centro,Orders,4,l4w,1253.0
AR,Buenos Aires,Nordelta,Orders,4,l4w,1478.0
MX,Tepic,TEP_SUR_XALISCO,Orders,4,l4w,1416.0
PE,Lima,San Juan de Lurigancho Centro,Orders,4,l4w,1260.0
AR,Corrientes,Corrientes,Orders,4,l4w,1301.0
MX,Aguascalientes,AGS_Pocitos,Orders,4,l4w,1324.0
MX,Morelia,MOR_Itzicuaro,Orders,4,l4w,1390.0
CO,Medellin,Alto_de_las_palmas,Orders,4,l4w,1565.0
UY,Montevideo,Centro,Orders,4,l4w,1319.0
MX,Tuxtla Gutierrez,TUX_San Francisco Real,Orders,4,l4w,1389.0
MX,Guanajuato,GUA_NORTE,Orders,4,l4w,1386.0
CO,Cali,Puerta del Sol,Orders,4,l4w,1272.0
AR,Buenos Aires,BERAZATEGUI,Orders,4,l4w,1202.0
CO,Ibague,Mirolindo,Orders,4,l4w,1385.0
MX,Tijuana,TIJ_El_Refugio,Orders,4,l4w,1100.0
PE,Lima,Lucyana,Orders,4,l4w,1309.0
BR,Belo Horizonte,Ouro_preto/Dona_clara,Orders,4,l4w,1268.0
MX,Los Cabos,LCS_Los_cabos,Orders,4,l4w,1165.0
BR,Fortaleza,ce_for_centro/fatima/parquelandia,Orders,4,l4w,1197.0
AR,Mendoza,GRAN_MENDOZA_NORTE,Orders,4,l4w,860.0
MX,Tampico,Tam_Madero,Orders,4,l4w,1148.0
MX,Matamoros,MAT Victoria,Orders,4,l4w,1119.0
AR,Bahia Blanca,BAHIA_BLANCA_SUR,Orders,4,l4w,1016.0
MX,San Miguel De Allende,SMA Centro,Orders,4,l4w,1181.0
MX,Tijuana,TIJ_Otay_Industrial,Orders,4,l4w,1218.0
CO,Bucaramanga,Piedecuesta,Orders,4,l4w,1178.0
MX,San Luis Potosi,SLP_penasco,Orders,4,l4w,1200.0
AR,Bahia Blanca,BAHIA_BLANCA_NORTE,Orders,4,l4w,1103.0
EC,Quito,Carcelen Industrial,Orders,4,l4w,1437.0
AR,Santafe,Santa Fe,Orders,4,l4w,859.0
MX,Cuautla,Cuautla,Orders,4,l4w,1070.0
AR,Buenos Aires,Merlo Moreno,Orders,4,l4w,912.0
PE,Lima,Centro Lima Red,Orders,4,l4w,1241.0
MX,Atlacomulco,ATL Atlacomulco,Orders,4,l4w,1101.0
MX,Pachuca,PCH Bosques-Universidad,Orders,4,l4w,1087.0
AR,Cordoba,Racing Club,Orders,4,l4w,1085.0
MX,Tampico,Tam_Centro,Orders,4,l4w,1131.0
BR,Porto Alegre,RS - POA - Partenon,Orders,4,l4w,1110.0
CO,Ibague,Jardin,Orders,4,l4w,1203.0
EC,Guayaquil,Naval Sur,Orders,4,l4w,1210.0
MX,Mexicali,MXL_NuevoMexicali,Orders,4,l4w,1059.0
MX,Rosarito,Rosarito,Orders,4,l4w,1084.0
AR,Cordoba,Cordoba Zona Norte,Orders,4,l4w,1243.0
PE,Lima,Zona La Victoria Red,Orders,4,l4w,1171.0
MX,Tapachula,Tapachula,Orders,4,l4w,1148.0
MX,Chihuahua,CH_Centro,Orders,4,l4w,939.0
CL,Santiago De Chile,la_pintana_el_bosque,Orders,4,l4w,1132.0
BR,Rio De Janeiro,Sao Conrado,Orders,4,l4w,959.0
MX,Minatitlan,Minatitlán,Orders,4,l4w,964.0
MX,Veracruz,VER_Boca,Orders,4,l4w,1058.0
MX,Mexicali,MXL_Los Portales,Orders,4,l4w,959.0
MX,Tulum,TUL_Tulum,Orders,4,l4w,891.0
CO,Barranquilla,Parque Alegra,Orders,4,l4w,1016.0
EC,Quito,Antiguo Aeropuerto,Orders,4,l4w,1256.0
PE,Cusco,Larapa,Orders,4,l4w,1080.0
BR,Grande São Paulo,SP - SP - Vila Matilde/Penha,Orders,4,l4w,881.0
MX,Matamoros,MAT Treviño,Orders,4,l4w,929.0
AR,Buenos Aires,San Miguel,Orders,4,l4w,851.0
MX,Manzanillo,MNZ Santiago Centro,Orders,4,l4w,971.0
MX,Monterrey,Independencia,Orders,4,l4w,935.0
EC,Quito,Condado,Orders,4,l4w,1232.0
AR,Buenos Aires,EZEIZA,Orders,4,l4w,857.0
MX,Piedras Negras,PDN Seccion 1,Orders,4,l4w,830.0
CL,Viña Del Mar,Interior V región,Orders,4,l4w,1004.0
CO,Fusagasuga,Fusagasuga,Orders,4,l4w,917.0
MX,Texcoco,Texcoco,Orders,4,l4w,961.0
CO,Riohacha,Riohacha,Orders,4,l4w,1009.0
AR,San Luis,SAN_LUIS,Orders,4,l4w,930.0
BR,Brasilia,DF - BSB - Asa Sul/Asa Norte,Orders,4,l4w,869.0
MX,Leon,LEO_Libramiento,Orders,4,l4w,991.0
EC,Quito,Vicentina- Floresta,Orders,4,l4w,1147.0
CL,Santiago De Chile,Pudahuel,Orders,4,l4w,1012.0
MX,Tuxtla Gutierrez,TUX Teran,Orders,4,l4w,955.0
EC,Quito,La Morita II,Orders,4,l4w,1089.0
EC,Guayaquil,Ceibos,Orders,4,l4w,1170.0
BR,Fortaleza,ce_for_e_queiroz/cambeba/cid_dos_fun,Orders,4,l4w,1309.0
CO,Cali,Cali sur,Orders,4,l4w,852.0
CO,Chia,Cota,Orders,4,l4w,808.0
BR,Natal,RN - NAT - Zona Sul,Orders,4,l4w,881.0
MX,Leon,LEO_Las Joyas-Plan,Orders,4,l4w,914.0
MX,Tehuacan,Tehuacán,Orders,4,l4w,827.0
CL,Santiago De Chile,Cerrillos,Orders,4,l4w,1061.0
MX,Zamora,ZMA Jacona,Orders,4,l4w,857.0
MX,Cozumel,CZM Cozumel,Orders,4,l4w,900.0
MX,Morelia,MOR_Puerto_Buenavista_Aldea,Orders,4,l4w,939.0
AR,Buenos Aires,PACHECO,Orders,4,l4w,777.0
MX,Ensenada,ENS_Ensenada_1,Orders,4,l4w,793.0
BR,Santos,SP - SSZ - Santos / São Vicente,Orders,4,l4w,743.0
CL,Antofagasta,Antofagasta Centro,Orders,4,l4w,852.0
CL,Concepcion,Conce Centro,Orders,4,l4w,1021.0
MX,Villahermosa,VSA_Sendero,Orders,4,l4w,767.0
BR,Natal,RN - NAT - Zona Leste/Zona Oeste,Orders,4,l4w,700.0
CO,Cartago,Cartago,Orders,4,l4w,848.0
BR,Grande São Paulo,SP - SP - Mandaqui,Orders,4,l4w,795.0
PE,Lima,Rosa Luz,Orders,4,l4w,858.0
EC,Quito,Monteserrin,Orders,4,l4w,970.0
BR,Curitiba,PR - CWB - Centro Civico/Merces,Orders,4,l4w,695.0
CO,Bucaramanga,Giron,Orders,4,l4w,834.0
BR,Grande São Paulo,SP - SP - Jaguará/Pirituba,Orders,4,l4w,837.0
PE,Arequipa,Cerro Verde Suroeste,Orders,4,l4w,779.0
CO,Bogota,Arrayanes,Orders,4,l4w,852.0
PE,Ica,Puente_Blanco,Orders,4,l4w,862.0
PE,Trujillo,La Esperanza,Orders,4,l4w,832.0
BR,Rio De Janeiro,Maracana,Orders,4,l4w,664.0
CL,La Serena,La_Serena,Orders,4,l4w,903.0
PE,Huancayo,Lamblaspata,Orders,4,l4w,751.0
UY,Montevideo,Nuevocentro,Orders,4,l4w,784.0
PE,Lima,La Taboada,Orders,4,l4w,734.0
BR,Grande São Paulo,SP - SP - Jardim Sao Luis,Orders,4,l4w,675.0
PE,Ica,Centro Ica,Orders,4,l4w,933.0
MX,Manzanillo,MAN_Playa_Azul,Orders,4,l4w,749.0
CO,Cucuta,Villa del Rosario,Orders,4,l4w,867.0
AR,Mendoza,GRAN_MENDOZA_GODOY,Orders,4,l4w,503.0
EC,Quito,Iñaquito Alto,Orders,4,l4w,815.0
EC,Quito,Valle,Orders,4,l4w,931.0
MX,Tijuana,TIJ_Buenos_Aires,Orders,4,l4w,660.0
BR,Curitiba,PR - CWB - Bigorrilho,Orders,4,l4w,663.0
MX,San Luis Potosi,SLP_Pozos,Orders,4,l4w,650.0
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Orders,4,l4w,651.0
CL,Santiago De Chile,Maipú,Orders,4,l4w,740.0
CL,Antofagasta,Antofagasta Sur,Orders,4,l4w,728.0
MX,Tijuana,TIJ_Florido_Mariano,Orders,4,l4w,626.0
MX,Leon,LEO_Campestre,Orders,4,l4w,731.0
CO,Duitama,Duitama,Orders,4,l4w,654.0
MX,Morelia,MOR_Villa_Tzipekua,Orders,4,l4w,671.0
MX,Salamanca,Salamanca,Orders,4,l4w,608.0
AR,Posadas,Posadas,Orders,4,l4w,670.0
BR,Campinas,SP - CPS - Taquaral,Orders,4,l4w,672.0
CO,Barranquilla,Concepción,Orders,4,l4w,786.0
PE,Lima,San Gabriel Alto,Orders,4,l4w,542.0
AR,San Juan,SAN_JUAN_NORTE,Orders,4,l4w,375.0
AR,Buenos Aires,Claypole,Orders,4,l4w,637.0
BR,Rio De Janeiro,Cidade Nova,Orders,4,l4w,579.0
MX,Garcia,GAR Los nogales,Orders,4,l4w,698.0
AR,Rio Cuarto,RIO_CUARTO,Orders,4,l4w,470.0
EC,Guayaquil,Los Almendros,Orders,4,l4w,715.0
MX,Campeche,CAMP Aeropuerto,Orders,4,l4w,615.0
CO,Bogota,Usme,Orders,4,l4w,571.0
BR,Campinas,SP - CPS - Jardim Trevo,Orders,4,l4w,575.0
EC,Guayaquil,Atarazana,Orders,4,l4w,670.0
MX,Guasave,GSV Guasave,Orders,4,l4w,601.0
BR,Grande São Paulo,SP - SP - Itaquera,Orders,4,l4w,600.0
EC,Quito,Valle de los Chillos,Orders,4,l4w,689.0
AR,Rosario,Rosario Norte,Orders,4,l4w,585.0
BR,Belo Horizonte,MG - BHZ - Extremo Leste,Orders,4,l4w,520.0
BR,Campinas,SP - CPS - Mansões,Orders,4,l4w,557.0
MX,Atlixco,ATL Centro,Orders,4,l4w,661.0
AR,San Juan,SAN_JUAN_OESTE,Orders,4,l4w,435.0
AR,Santiago Del Estero,SANTIAGO_DEL_ESTERO,Orders,4,l4w,400.0
PE,Huancayo,Huancayo centro,Orders,4,l4w,582.0
MX,Oaxaca,OAX Morelos,Orders,4,l4w,562.0
CO,Sogamoso,Sogamoso Sur,Orders,4,l4w,513.0
BR,Recife,PE - JdG - Piedade/Candeias,Orders,4,l4w,491.0
BR,Grande São Paulo,SP - GRU - Centro,Orders,4,l4w,427.0
EC,Quito,Calderon,Orders,4,l4w,565.0
MX,Orizaba,OZA Jalapilla,Orders,4,l4w,531.0
MX,Dolores Hidalgo,DLH Dolores Hidalgo,Orders,4,l4w,541.0
PE,Huancayo,Acocancha,Orders,4,l4w,723.0
BR,Grande São Paulo,SP - SP - Vila Medeiros/Vila Maria,Orders,4,l4w,388.0
AR,Bariloche,BARILOCHE_CENTRO,Orders,4,l4w,333.0
CO,Ibague,El Salado,Orders,4,l4w,502.0
PE,Cajamarca,San Jose,Orders,4,l4w,482.0
PE,Ica,La Angostura,Orders,4,l4w,524.0
BR,Rio De Janeiro,Jacarepagua,Orders,4,l4w,492.0
AR,Cordoba,Valle Escondido,Orders,4,l4w,515.0
AR,Salta,Salta_Tres_Cerritos,Orders,4,l4w,427.0
EC,Cuenca,Centro de cuenca,Orders,4,l4w,571.0
CL,Santiago De Chile,Quilicura,Orders,4,l4w,433.0
MX,Zacatecas,ZAC Tres Cruces,Orders,4,l4w,477.0
AR,Resistencia,RESISTENCIA,Orders,4,l4w,422.0
BR,Niteroi,Centro / Icaraí,Orders,4,l4w,490.0
AR,Buenos Aires,Bs As Sur Barrio San Jose,Orders,4,l4w,441.0
MX,Zacatecas,ZAC Telefe,Orders,4,l4w,520.0
MX,Silao,SIL Centro,Orders,4,l4w,426.0
CO,Santa Marta,Oriente,Orders,4,l4w,270.0
PE,Piura,Villa California,Orders,4,l4w,370.0
BR,João Pessoa,PB - JPA - João Pessoa,Orders,4,l4w,361.0
CO,Buga,Buga,Orders,4,l4w,454.0
MX,Valle De Bravo,VDB_Valle_De_Bravo,Orders,4,l4w,329.0
MX,Atlixco,ATL Valle Sur,Orders,4,l4w,381.0
MX,Orizaba,OZA Mirador,Orders,4,l4w,481.0
BR,Grande São Paulo,SP - SP - Socorro/Cidade Dutra,Orders,4,l4w,424.0
BR,Porto Alegre,RS - POA - Passo da Areia,Orders,4,l4w,453.0
CO,Cali,Yumbo,Orders,4,l4w,438.0
MX,Iguala De La Independencia,IgualaOps1,Orders,4,l4w,463.0
MX,Pachuca,PCH Tlapacoya -Banus,Orders,4,l4w,450.0
MX,Tlaxcala,TXL Apizaco,Orders,4,l4w,413.0
MX,Navojoa,Navojoa,Orders,4,l4w,414.0
MX,Aguascalientes,AGS_Jesus Maria,Orders,4,l4w,313.0
MX,Tulancingo,TGO Jaltepec,Orders,4,l4w,423.0
MX,Fresnillo,FRS Centro,Orders,4,l4w,399.0
MX,Guanajuato,GUA_SUR,Orders,4,l4w,419.0
AR,Mendoza,GRAN_MENDOZA_SUR,Orders,4,l4w,206.0
CL,Concepcion,Trebol Marina,Orders,4,l4w,455.0
CL,Santiago De Chile,Renca,Orders,4,l4w,397.0
EC,Guayaquil,Portete,Orders,4,l4w,516.0
EC,Guayaquil,Villa Club,Orders,4,l4w,462.0
MX,Lazaro Cardenas,LCS Centro,Orders,4,l4w,404.0
MX,Delicias,Delicias,Orders,4,l4w,323.0
EC,Quito,Llano Grande,Orders,4,l4w,430.0
PE,Ica,Parcona,Orders,4,l4w,416.0
AR,Tandil,TANDIL,Orders,4,l4w,536.0
BR,Belo Horizonte,Gloria/Chacaras_Pampulha,Orders,4,l4w,386.0
UY,Montevideo,Malvin,Orders,4,l4w,337.0
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Orders,4,l4w,330.0
PE,Cajamarca,Cesar Tello,Orders,4,l4w,374.0
BR,Recife,PE - OLD - Olinda,Orders,4,l4w,314.0
CL,Rancagua,Rancagua Centro,Orders,4,l4w,471.0
CO,Florencia,Florencia,Orders,4,l4w,336.0
BR,Goiânia,GO - GYN - Centro,Orders,4,l4w,331.0
EC,Guayaquil,El Dorado,Orders,4,l4w,356.0
AR,La Rioja,LA_RIOJA,Orders,4,l4w,318.0
EC,Guayaquil,Via la Costa Oeste,Orders,4,l4w,378.0
MX,Ensenada,ENS_Ensenada_2,Orders,4,l4w,290.0
BR,Rio De Janeiro,Vargem Pequena,Orders,4,l4w,319.0
EC,Guayaquil,Orquideas,Orders,4,l4w,383.0
BR,Recife,PE - REC - Afogados,Orders,4,l4w,244.0
PE,Ica,Santo_Domingo,Orders,4,l4w,337.0
EC,Quito,Nayon,Orders,4,l4w,312.0
BR,Rio De Janeiro,Meier,Orders,4,l4w,277.0
BR,Fortaleza,ce_for_montese/aero/castelao,Orders,4,l4w,266.0
EC,Guayaquil,Casa Laguna,Orders,4,l4w,329.0
CL,Iquique,Iquique,Orders,4,l4w,276.0
MX,Tulancingo,TGO La Rayuela,Orders,4,l4w,264.0
CR,San Jose,San_Jose_Centro,Orders,4,l4w,294.0
AR,San Juan,SAN_JUAN_SUR,Orders,4,l4w,222.0
PE,Huancayo,Chilca,Orders,4,l4w,284.0
MX,Tuxpam,TUX_Centro,Orders,4,l4w,345.0
BR,Grande São Paulo,SP - CPB - Carapicuíba,Orders,4,l4w,271.0
MX,Leon,LEO_Industrial,Orders,4,l4w,278.0
AR,Buenos Aires,PILAR,Orders,4,l4w,163.0
EC,Quito,Sur - este,Orders,4,l4w,279.0
MX,Atlacomulco,ATL San Lorenzo,Orders,4,l4w,262.0
BR,Recife,PE - REC - Areia/Ibura/Jordão,Orders,4,l4w,272.0
MX,Cadereyta De Jimenez,CENTRO CAD,Orders,4,l4w,276.0
BR,São Jose Dos Campos,SP - SJC - São José dos Campos,Orders,4,l4w,202.0
BR,Niteroi,Santa_Rosa,Orders,4,l4w,211.0
AR,Villa Carlos Paz,Carlos Paz,Orders,4,l4w,182.0
CL,Puerto Montt,Puerto Montt,Orders,4,l4w,303.0
EC,Guayaquil,Ciudad Celeste,Orders,4,l4w,256.0
CL,Antofagasta,Antofagasta Norte,Orders,4,l4w,220.0
BR,Fortaleza,ce_for_dunas/mdb/p_do_futuro/porto,Orders,4,l4w,174.0
EC,Quito,Carcelen,Orders,4,l4w,327.0
MX,Tlaxcala,TLX Tlaxcala Centro,Orders,4,l4w,250.0
CL,La Serena,Coquimbo,Orders,4,l4w,264.0
AR,Mendoza,GRAN_MENDOZA_MAIPU,Orders,4,l4w,170.0
MX,Zacatecas,ZAC Mecanicos,Orders,4,l4w,216.0
PE,Lima,San Luis Red,Orders,4,l4w,164.0
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Orders,4,l4w,204.0
PE,Lima,Huaycan,Orders,4,l4w,216.0
PE,Piura,Enace,Orders,4,l4w,229.0
BR,Rio De Janeiro,Taquara,Orders,4,l4w,175.0
CL,Concepcion,San Pedro,Orders,4,l4w,236.0
BR,Ribeirão Preto,SP - RAO - Norte,Orders,4,l4w,255.0
BR,Salvador,BA - SSA - Barra / Ondina,Orders,4,l4w,155.0
MX,Lazaro Cardenas,LCS La Orilla,Orders,4,l4w,178.0
BR,Campinas,SP - CPS - Gramado,Orders,4,l4w,186.0
BR,Rio De Janeiro,Sao Cristovao,Orders,4,l4w,187.0
BR,Ribeirão Preto,SP - RAO - Sul,Orders,4,l4w,187.0
CL,Santiago De Chile,chicureo,Orders,4,l4w,157.0
BR,Other,ce_for_dunas/mdb/p_do_futuro/porto,Orders,4,l4w,30.0
MX,Tula De Allende,TDA Centro,Orders,4,l4w,176.0
CR,San Jose,Guadalupe_Sabanilla,Orders,4,l4w,207.0
BR,Grande São Paulo,SP - SP - Tremembe,Orders,4,l4w,133.0
CL,Santiago De Chile,San Bernardo,Orders,4,l4w,226.0
BR,Niteroi,Sao_Francisco,Orders,4,l4w,154.0
AR,Buenos Aires,DEL_VISO,Orders,4,l4w,142.0
CR,San Jose,San_Pedro_Curri_3R,Orders,4,l4w,174.0
BR,Rio De Janeiro,Fregesia,Orders,4,l4w,154.0
BR,Curitiba,PR - CWB - Santa Felicidade,Orders,4,l4w,193.0
CL,Viña Del Mar,Curauma,Orders,4,l4w,198.0
EC,Santa Elena / Salinas / Libertad,Salinas,Orders,4,l4w,121.0
BR,Grande São Paulo,SP - SP - Granja Viana,Orders,4,l4w,178.0
MX,Tlaxcala,TLX San Gabriel Cuauhtla,Orders,4,l4w,185.0
BR,Fortaleza,ce_for_pici/joquei_c/parangaba,Orders,4,l4w,230.0
MX,Tlaxcala,TLX CHIAUTEMPAN,Orders,4,l4w,184.0
PE,Trujillo,Huanchaco,Orders,4,l4w,137.0
MX,Zacatecas,ZAC Centro,Orders,4,l4w,175.0
CL,Calama,Calama,Orders,4,l4w,138.0
EC,Guayaquil,Via la costa Este,Orders,4,l4w,193.0
BR,Brasilia,DF - BSB - Águas Claras,Orders,4,l4w,250.0
CL,Temuco,Temuco_Centro,Orders,4,l4w,178.0
CL,Rancagua,Manzanal,Orders,4,l4w,210.0
MX,Fresnillo,FRS Colosio,Orders,4,l4w,189.0
EC,Portoviejo,Portoviejo,Orders,4,l4w,114.0
AR,San Salvador De Jujuy,JUJUY,Orders,4,l4w,118.0
PE,Lima,Alameda Norte,Orders,4,l4w,191.0
CL,Talca,Talca,Orders,4,l4w,136.0
BR,Rio De Janeiro,Cachambi,Orders,4,l4w,146.0
PE,Ica,San_Joaquin,Orders,4,l4w,173.0
UY,Montevideo,Prado,Orders,4,l4w,153.0
BR,Grande São Paulo,SP - GRU - Jardim Matarazzo,Orders,4,l4w,140.0
AR,San Miguel De Tucuman,Yerba Buena,Orders,4,l4w,95.0
EC,Cuenca,Batan,Orders,4,l4w,162.0
CO,Bogota,Siberia,Orders,4,l4w,158.0
EC,Manta,Manta Beach,Orders,4,l4w,129.0
BR,Natal,RN - NAT - Parnamirim/Centro,Orders,4,l4w,126.0
