country,city,zone,metric,week,week_label,value
AR,Buenos Aires,Quilmes,Orders,7,l7w,1935.0
MX,San Jose Del Cabo,San Jose del Cabo,Orders,7,l7w,2309.0
BR,Grande São Paulo,SP - SP - Limao/Casa Verde,Orders,7,l7w,2054.0
BR,Rio De Janeiro,Barra,Orders,7,l7w,2176.0
CO,Rionegro,Llano_grande,Orders,7,l7w,1980.0
BR,Campinas,SP - CPS - Cambuí/Centro,Orders,7,l7w,2232.0
CL,Santiago De Chile,Recoleta,Orders,7,l7w,2209.0
CO,Cartagena,Centro Historico,Orders,7,l7w,2443.0
MX,Mexicali,MXL_Universidad,Orders,7,l7w,2155.0
MX,Ciudad De Mexico,CDMX_Cuautitlan_Melchor_Ocampo,Orders,7,l7w,2572.0
PE,Lima,El Carmen,Orders,7,l7w,2226.0
MX,Aguascalientes,AGS_Industrial Sur,Orders,7,l7w,2108.0
BR,Rio De Janeiro,Gavea,Orders,7,l7w,2125.0
MX,Villahermosa,VSA_Centro,Orders,7,l7w,2035.0
MX,Pachuca,PCH Zona Plateada,Orders,7,l7w,2179.0
BR,Curitiba,PR - CWB - Cristo Rei/Juveve,Orders,7,l7w,1989.0
CL,Santiago De Chile,San Carlos de Apoquindo,Orders,7,l7w,2127.0
MX,San Juan Del Rio,SAN JUAN DEL RIO,Orders,7,l7w,2057.0
MX,Xalapa,Xalapa Revolucion,Orders,7,l7w,2153.0
BR,Rio De Janeiro,Praia da Macumba,Orders,7,l7w,1916.0
AR,Cordoba,Nueva Cordoba,Orders,7,l7w,1858.0
MX,Pachuca,PCH_Calera-Saucillo,Orders,7,l7w,2026.0
MX,Tijuana,TIJ_Hipodromo,Orders,7,l7w,1966.0
MX,Chilpancingo De Los Bravo,Chilpancingo Sur,Orders,7,l7w,1944.0
MX,Chetumal,Chetumal,Orders,7,l7w,2019.0
MX,San Luis Potosi,SLP_Morales_Saucito,Orders,7,l7w,1916.0
MX,San Luis Potosi,SLP_Soledad,Orders,7,l7w,1890.0
AR,Cordoba,Sabattini Altamira,Orders,7,l7w,1838.0
MX,Leon,LEO_Sur,Orders,7,l7w,1846.0
MX,Toluca,Tol_Zinacantepec_Centro,Orders,7,l7w,1924.0
PE,Arequipa,Misti Norte,Orders,7,l7w,1698.0
MX,Aguascalientes,AGS_Canteras,Orders,7,l7w,1818.0
CL,Santiago De Chile,Independencia,Orders,7,l7w,1773.0
CO,Tulua,Tulua,Orders,7,l7w,1643.0
BR,Curitiba,PR - CWB - Novo Mundo,Orders,7,l7w,2006.0
CL,Viña Del Mar,Valparaíso,Orders,7,l7w,1867.0
MX,Campeche,CAMP Fidel Velazquez,Orders,7,l7w,1747.0
UY,Montevideo,Pocitos,Orders,7,l7w,1699.0
PE,Lima,Ate Centro,Orders,7,l7w,1834.0
MX,Chihuahua,CH_Periferico,Orders,7,l7w,1727.0
CL,Santiago De Chile,puente_alto,Orders,7,l7w,1948.0
MX,Durango,Dgo_fidel_velazquez,Orders,7,l7w,1707.0
CO,Girardot,Girardot,Orders,7,l7w,1673.0
MX,Villahermosa,VSA_Florida,Orders,7,l7w,1657.0
MX,Durango,Dgo_el_refugio,Orders,7,l7w,1708.0
MX,Tuxtla Gutierrez,TUX Jardines,Orders,7,l7w,1833.0
AR,Cordoba,Villa Adela,Orders,7,l7w,1705.0
MX,Toluca,Tol_Teconlógico-Bicentenario,Orders,7,l7w,1844.0
AR,Buenos Aires,Hurlingham,Orders,7,l7w,1506.0
PE,Arequipa,PichuPichu Este,Orders,7,l7w,1697.0
MX,Ciudad Juarez,JRZ_Torres,Orders,7,l7w,1776.0
BR,Grande São Paulo,SP - SP - Raposo/Rio Pequeno,Orders,7,l7w,1578.0
MX,Chihuahua,CH_TECNOLOGICO,Orders,7,l7w,1731.0
BR,Grande São Paulo,SP - SP - Vila Formosa/Carrao,Orders,7,l7w,1756.0
CO,Yopal,Yopal,Orders,7,l7w,1623.0
MX,Poza Rica De Hidalgo,Poza Rica Hidalgo,Orders,7,l7w,1674.0
MX,Pachuca,PCH Sur,Orders,7,l7w,1815.0
CO,Popayan,Popayan Norte,Orders,7,l7w,1509.0
BR,Rio De Janeiro,Recreio,Orders,7,l7w,1526.0
BR,Belo Horizonte,MG - BHZ - Cachoeirinha,Orders,7,l7w,1626.0
MX,Guaymas,Guaymas,Orders,7,l7w,1538.0
BR,Recife,PE - REC - Centro,Orders,7,l7w,1599.0
MX,Tepic,TEP_CENTRO_MOLOLOA,Orders,7,l7w,1574.0
MX,Tulancingo,TGO Centro,Orders,7,l7w,1661.0
MX,Cuernavaca,CVA-Temixco,Orders,7,l7w,1648.0
CO,Mosquera/ Funza,Madrid,Orders,7,l7w,1298.0
CO,Zipaquira,Zipaquira,Orders,7,l7w,1456.0
MX,Durango,Dgo_los_viñedos,Orders,7,l7w,1621.0
PE,Lima,Huachipa,Orders,7,l7w,1603.0
CO,Cartagena,Horizonte Campanos,Orders,7,l7w,1524.0
MX,Tijuana,TIJ_Insurgentes,Orders,7,l7w,1585.0
CL,Viña Del Mar,Reñaca,Orders,7,l7w,1687.0
MX,Tijuana,TIJ_Casa_Blanca,Orders,7,l7w,1517.0
AR,Rosario,Belgrano,Orders,7,l7w,1578.0
AR,La Plata,Gonnet,Orders,7,l7w,1471.0
CO,Barrancabermeja,Barrancabermeja,Orders,7,l7w,1605.0
MX,San Cristobal De Las Casas,San Cristobal de las casas,Orders,7,l7w,1587.0
EC,Quito,Centro de Quito,Orders,7,l7w,1709.0
AR,Mar Del Plata,MAR_DEL_PLATA_NORTE,Orders,7,l7w,1326.0
EC,Quito,Sur de Quito,Orders,7,l7w,1758.0
EC,Quito,El Inca,Orders,7,l7w,1610.0
BR,Rio De Janeiro,Centro,Orders,7,l7w,1659.0
BR,Belo Horizonte,MG - BH - Caiçara/Padre Eustáquio/Gameleira,Orders,7,l7w,1484.0
MX,Acapulco,ACA Las Playas,Orders,7,l7w,1523.0
CO,Cali,Puerta del Sol 2,Orders,7,l7w,1320.0
BR,Grande São Paulo,SP - OSC - Osasco,Orders,7,l7w,1432.0
AR,Salta,Salta_Centro,Orders,7,l7w,1249.0
AR,Buenos Aires,Nordelta,Orders,7,l7w,1577.0
MX,Tepic,TEP_SUR_XALISCO,Orders,7,l7w,1339.0
PE,Lima,San Juan de Lurigancho Centro,Orders,7,l7w,1325.0
AR,Corrientes,Corrientes,Orders,7,l7w,1206.0
MX,Aguascalientes,AGS_Pocitos,Orders,7,l7w,1370.0
MX,Morelia,MOR_Itzicuaro,Orders,7,l7w,1407.0
CO,Medellin,Alto_de_las_palmas,Orders,7,l7w,1363.0
UY,Montevideo,Centro,Orders,7,l7w,1214.0
MX,Tuxtla Gutierrez,TUX_San Francisco Real,Orders,7,l7w,1406.0
MX,Guanajuato,GUA_NORTE,Orders,7,l7w,1405.0
CO,Cali,Puerta del Sol,Orders,7,l7w,1471.0
AR,Buenos Aires,BERAZATEGUI,Orders,7,l7w,1110.0
CO,Ibague,Mirolindo,Orders,7,l7w,1317.0
MX,Tijuana,TIJ_El_Refugio,Orders,7,l7w,1248.0
PE,Lima,Lucyana,Orders,7,l7w,1390.0
BR,Belo Horizonte,Ouro_preto/Dona_clara,Orders,7,l7w,1389.0
MX,Los Cabos,LCS_Los_cabos,Orders,7,l7w,1392.0
BR,Fortaleza,ce_for_centro/fatima/parquelandia,Orders,7,l7w,1239.0
AR,Mendoza,GRAN_MENDOZA_NORTE,Orders,7,l7w,832.0
MX,Tampico,Tam_Madero,Orders,7,l7w,1310.0
MX,Matamoros,MAT Victoria,Orders,7,l7w,1256.0
AR,Bahia Blanca,BAHIA_BLANCA_SUR,Orders,7,l7w,1123.0
MX,San Miguel De Allende,SMA Centro,Orders,7,l7w,1186.0
MX,Tijuana,TIJ_Otay_Industrial,Orders,7,l7w,1191.0
CO,Bucaramanga,Piedecuesta,Orders,7,l7w,1066.0
MX,San Luis Potosi,SLP_penasco,Orders,7,l7w,1216.0
AR,Bahia Blanca,BAHIA_BLANCA_NORTE,Orders,7,l7w,1144.0
EC,Quito,Carcelen Industrial,Orders,7,l7w,1303.0
AR,Santafe,Santa Fe,Orders,7,l7w,802.0
MX,Cuautla,Cuautla,Orders,7,l7w,1178.0
AR,Buenos Aires,Merlo Moreno,Orders,7,l7w,1003.0
PE,Lima,Centro Lima Red,Orders,7,l7w,1301.0
MX,Atlacomulco,ATL Atlacomulco,Orders,7,l7w,1159.0
MX,Pachuca,PCH Bosques-Universidad,Orders,7,l7w,1079.0
AR,Cordoba,Racing Club,Orders,7,l7w,1085.0
MX,Tampico,Tam_Centro,Orders,7,l7w,1075.0
BR,Porto Alegre,RS - POA - Partenon,Orders,7,l7w,1133.0
CO,Ibague,Jardin,Orders,7,l7w,1203.0
EC,Guayaquil,Naval Sur,Orders,7,l7w,1256.0
MX,Mexicali,MXL_NuevoMexicali,Orders,7,l7w,1130.0
MX,Rosarito,Rosarito,Orders,7,l7w,1023.0
AR,Cordoba,Cordoba Zona Norte,Orders,7,l7w,1128.0
PE,Lima,Zona La Victoria Red,Orders,7,l7w,1109.0
MX,Tapachula,Tapachula,Orders,7,l7w,1170.0
MX,Chihuahua,CH_Centro,Orders,7,l7w,1032.0
CL,Santiago De Chile,la_pintana_el_bosque,Orders,7,l7w,1144.0
BR,Rio De Janeiro,Sao Conrado,Orders,7,l7w,1060.0
MX,Minatitlan,Minatitlán,Orders,7,l7w,1075.0
MX,Veracruz,VER_Boca,Orders,7,l7w,1093.0
MX,Mexicali,MXL_Los Portales,Orders,7,l7w,1057.0
MX,Tulum,TUL_Tulum,Orders,7,l7w,1005.0
CO,Barranquilla,Parque Alegra,Orders,7,l7w,987.0
EC,Quito,Antiguo Aeropuerto,Orders,7,l7w,1281.0
PE,Cusco,Larapa,Orders,7,l7w,980.0
BR,Grande São Paulo,SP - SP - Vila Matilde/Penha,Orders,7,l7w,970.0
MX,Matamoros,MAT Treviño,Orders,7,l7w,1068.0
AR,Buenos Aires,San Miguel,Orders,7,l7w,865.0
MX,Manzanillo,MNZ Santiago Centro,Orders,7,l7w,1115.0
MX,Monterrey,Independencia,Orders,7,l7w,960.0
EC,Quito,Condado,Orders,7,l7w,1229.0
AR,Buenos Aires,EZEIZA,Orders,7,l7w,836.0
MX,Piedras Negras,PDN Seccion 1,Orders,7,l7w,949.0
CL,Viña Del Mar,Interior V región,Orders,7,l7w,1007.0
CO,Fusagasuga,Fusagasuga,Orders,7,l7w,895.0
MX,Texcoco,Texcoco,Orders,7,l7w,1014.0
CO,Riohacha,Riohacha,Orders,7,l7w,931.0
AR,San Luis,SAN_LUIS,Orders,7,l7w,953.0
BR,Brasilia,DF - BSB - Asa Sul/Asa Norte,Orders,7,l7w,991.0
MX,Leon,LEO_Libramiento,Orders,7,l7w,970.0
EC,Quito,Vicentina- Floresta,Orders,7,l7w,998.0
CL,Santiago De Chile,Pudahuel,Orders,7,l7w,943.0
MX,Tuxtla Gutierrez,TUX Teran,Orders,7,l7w,992.0
EC,Quito,La Morita II,Orders,7,l7w,993.0
EC,Guayaquil,Ceibos,Orders,7,l7w,1137.0
BR,Fortaleza,ce_for_e_queiroz/cambeba/cid_dos_fun,Orders,7,l7w,979.0
CO,Cali,Cali sur,Orders,7,l7w,824.0
CO,Chia,Cota,Orders,7,l7w,813.0
BR,Natal,RN - NAT - Zona Sul,Orders,7,l7w,926.0
MX,Leon,LEO_Las Joyas-Plan,Orders,7,l7w,914.0
MX,Tehuacan,Tehuacán,Orders,7,l7w,828.0
CL,Santiago De Chile,Cerrillos,Orders,7,l7w,974.0
MX,Zamora,ZMA Jacona,Orders,7,l7w,886.0
MX,Cozumel,CZM Cozumel,Orders,7,l7w,918.0
MX,Morelia,MOR_Puerto_Buenavista_Aldea,Orders,7,l7w,842.0
AR,Buenos Aires,PACHECO,Orders,7,l7w,796.0
MX,Ensenada,ENS_Ensenada_1,Orders,7,l7w,790.0
BR,Santos,SP - SSZ - Santos / São Vicente,Orders,7,l7w,824.0
CL,Antofagasta,Antofagasta Centro,Orders,7,l7w,912.0
CL,Concepcion,Conce Centro,Orders,7,l7w,980.0
MX,Villahermosa,VSA_Sendero,Orders,7,l7w,760.0
BR,Natal,RN - NAT - Zona Leste/Zona Oeste,Orders,7,l7w,847.0
CO,Cartago,Cartago,Orders,7,l7w,760.0
BR,Grande São Paulo,SP - SP - Mandaqui,Orders,7,l7w,805.0
PE,Lima,Rosa Luz,Orders,7,l7w,831.0
EC,Quito,Monteserrin,Orders,7,l7w,914.0
BR,Curitiba,PR - CWB - Centro Civico/Merces,Orders,7,l7w,858.0
CO,Bucaramanga,Giron,Orders,7,l7w,878.0
BR,Grande São Paulo,SP - SP - Jaguará/Pirituba,Orders,7,l7w,828.0
PE,Arequipa,Cerro Verde Suroeste,Orders,7,l7w,765.0
CO,Bogota,Arrayanes,Orders,7,l7w,808.0
PE,Ica,Puente_Blanco,Orders,7,l7w,815.0
PE,Trujillo,La Esperanza,Orders,7,l7w,757.0
BR,Rio De Janeiro,Maracana,Orders,7,l7w,839.0
CL,La Serena,La_Serena,Orders,7,l7w,973.0
PE,Huancayo,Lamblaspata,Orders,7,l7w,673.0
UY,Montevideo,Nuevocentro,Orders,7,l7w,695.0
PE,Lima,La Taboada,Orders,7,l7w,740.0
BR,Grande São Paulo,SP - SP - Jardim Sao Luis,Orders,7,l7w,695.0
PE,Ica,Centro Ica,Orders,7,l7w,932.0
MX,Manzanillo,MAN_Playa_Azul,Orders,7,l7w,747.0
CO,Cucuta,Villa del Rosario,Orders,7,l7w,766.0
AR,Mendoza,GRAN_MENDOZA_GODOY,Orders,7,l7w,533.0
EC,Quito,Iñaquito Alto,Orders,7,l7w,784.0
EC,Quito,Valle,Orders,7,l7w,890.0
MX,Tijuana,TIJ_Buenos_Aires,Orders,7,l7w,726.0
BR,Curitiba,PR - CWB - Bigorrilho,Orders,7,l7w,723.0
MX,San Luis Potosi,SLP_Pozos,Orders,7,l7w,670.0
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Orders,7,l7w,675.0
CL,Santiago De Chile,Maipú,Orders,7,l7w,682.0
CL,Antofagasta,Antofagasta Sur,Orders,7,l7w,685.0
MX,Tijuana,TIJ_Florido_Mariano,Orders,7,l7w,714.0
MX,Leon,LEO_Campestre,Orders,7,l7w,614.0
CO,Duitama,Duitama,Orders,7,l7w,621.0
MX,Morelia,MOR_Villa_Tzipekua,Orders,7,l7w,623.0
MX,Salamanca,Salamanca,Orders,7,l7w,658.0
AR,Posadas,Posadas,Orders,7,l7w,587.0
BR,Campinas,SP - CPS - Taquaral,Orders,7,l7w,675.0
CO,Barranquilla,Concepción,Orders,7,l7w,646.0
PE,Lima,San Gabriel Alto,Orders,7,l7w,621.0
AR,San Juan,SAN_JUAN_NORTE,Orders,7,l7w,410.0
AR,Buenos Aires,Claypole,Orders,7,l7w,595.0
BR,Rio De Janeiro,Cidade Nova,Orders,7,l7w,683.0
MX,Garcia,GAR Los nogales,Orders,7,l7w,614.0
AR,Rio Cuarto,RIO_CUARTO,Orders,7,l7w,459.0
EC,Guayaquil,Los Almendros,Orders,7,l7w,647.0
MX,Campeche,CAMP Aeropuerto,Orders,7,l7w,593.0
CO,Bogota,Usme,Orders,7,l7w,533.0
BR,Campinas,SP - CPS - Jardim Trevo,Orders,7,l7w,559.0
EC,Guayaquil,Atarazana,Orders,7,l7w,673.0
MX,Guasave,GSV Guasave,Orders,7,l7w,612.0
BR,Grande São Paulo,SP - SP - Itaquera,Orders,7,l7w,675.0
EC,Quito,Valle de los Chillos,Orders,7,l7w,755.0
AR,Rosario,Rosario Norte,Orders,7,l7w,523.0
BR,Belo Horizonte,MG - BHZ - Extremo Leste,Orders,7,l7w,599.0
BR,Campinas,SP - CPS - Mansões,Orders,7,l7w,570.0
MX,Atlixco,ATL Centro,Orders,7,l7w,579.0
AR,San Juan,SAN_JUAN_OESTE,Orders,7,l7w,430.0
AR,Santiago Del Estero,SANTIAGO_DEL_ESTERO,Orders,7,l7w,395.0
PE,Huancayo,Huancayo centro,Orders,7,l7w,499.0
MX,Oaxaca,OAX Morelos,Orders,7,l7w,589.0
CO,Sogamoso,Sogamoso Sur,Orders,7,l7w,416.0
BR,Recife,PE - JdG - Piedade/Candeias,Orders,7,l7w,552.0
BR,Grande São Paulo,SP - GRU - Centro,Orders,7,l7w,586.0
EC,Quito,Calderon,Orders,7,l7w,591.0
MX,Orizaba,OZA Jalapilla,Orders,7,l7w,484.0
MX,Dolores Hidalgo,DLH Dolores Hidalgo,Orders,7,l7w,533.0
PE,Huancayo,Acocancha,Orders,7,l7w,440.0
BR,Grande São Paulo,SP - SP - Vila Medeiros/Vila Maria,Orders,7,l7w,448.0
AR,Bariloche,BARILOCHE_CENTRO,Orders,7,l7w,385.0
CO,Ibague,El Salado,Orders,7,l7w,439.0
PE,Cajamarca,San Jose,Orders,7,l7w,420.0
PE,Ica,La Angostura,Orders,7,l7w,461.0
BR,Rio De Janeiro,Jacarepagua,Orders,7,l7w,534.0
AR,Cordoba,Valle Escondido,Orders,7,l7w,444.0
AR,Salta,Salta_Tres_Cerritos,Orders,7,l7w,426.0
EC,Cuenca,Centro de cuenca,Orders,7,l7w,499.0
CL,Santiago De Chile,Quilicura,Orders,7,l7w,427.0
MX,Zacatecas,ZAC Tres Cruces,Orders,7,l7w,463.0
AR,Resistencia,RESISTENCIA,Orders,7,l7w,390.0
BR,Niteroi,Centro / Icaraí,Orders,7,l7w,470.0
AR,Buenos Aires,Bs As Sur Barrio San Jose,Orders,7,l7w,434.0
MX,Zacatecas,ZAC Telefe,Orders,7,l7w,475.0
MX,Silao,SIL Centro,Orders,7,l7w,407.0
CO,Santa Marta,Oriente,Orders,7,l7w,343.0
PE,Piura,Villa California,Orders,7,l7w,368.0
BR,João Pessoa,PB - JPA - João Pessoa,Orders,7,l7w,351.0
CO,Buga,Buga,Orders,7,l7w,450.0
MX,Valle De Bravo,VDB_Valle_De_Bravo,Orders,7,l7w,460.0
MX,Atlixco,ATL Valle Sur,Orders,7,l7w,462.0
MX,Orizaba,OZA Mirador,Orders,7,l7w,477.0
BR,Grande São Paulo,SP - SP - Socorro/Cidade Dutra,Orders,7,l7w,391.0
BR,Porto Alegre,RS - POA - Passo da Areia,Orders,7,l7w,486.0
CO,Cali,Yumbo,Orders,7,l7w,424.0
MX,Iguala De La Independencia,IgualaOps1,Orders,7,l7w,488.0
MX,Pachuca,PCH Tlapacoya -Banus,Orders,7,l7w,366.0
MX,Tlaxcala,TXL Apizaco,Orders,7,l7w,378.0
MX,Navojoa,Navojoa,Orders,7,l7w,397.0
MX,Aguascalientes,AGS_Jesus Maria,Orders,7,l7w,330.0
MX,Tulancingo,TGO Jaltepec,Orders,7,l7w,422.0
MX,Fresnillo,FRS Centro,Orders,7,l7w,440.0
MX,Guanajuato,GUA_SUR,Orders,7,l7w,404.0
AR,Mendoza,GRAN_MENDOZA_SUR,Orders,7,l7w,238.0
CL,Concepcion,Trebol Marina,Orders,7,l7w,415.0
CL,Santiago De Chile,Renca,Orders,7,l7w,380.0
EC,Guayaquil,Portete,Orders,7,l7w,465.0
EC,Guayaquil,Villa Club,Orders,7,l7w,526.0
MX,Lazaro Cardenas,LCS Centro,Orders,7,l7w,326.0
MX,Delicias,Delicias,Orders,7,l7w,282.0
EC,Quito,Llano Grande,Orders,7,l7w,461.0
PE,Ica,Parcona,Orders,7,l7w,371.0
AR,Tandil,TANDIL,Orders,7,l7w,366.0
BR,Belo Horizonte,Gloria/Chacaras_Pampulha,Orders,7,l7w,409.0
UY,Montevideo,Malvin,Orders,7,l7w,344.0
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Orders,7,l7w,349.0
PE,Cajamarca,Cesar Tello,Orders,7,l7w,358.0
BR,Recife,PE - OLD - Olinda,Orders,7,l7w,354.0
CL,Rancagua,Rancagua Centro,Orders,7,l7w,379.0
CO,Florencia,Florencia,Orders,7,l7w,351.0
BR,Goiânia,GO - GYN - Centro,Orders,7,l7w,383.0
EC,Guayaquil,El Dorado,Orders,7,l7w,389.0
AR,La Rioja,LA_RIOJA,Orders,7,l7w,276.0
EC,Guayaquil,Via la Costa Oeste,Orders,7,l7w,397.0
MX,Ensenada,ENS_Ensenada_2,Orders,7,l7w,302.0
BR,Rio De Janeiro,Vargem Pequena,Orders,7,l7w,313.0
EC,Guayaquil,Orquideas,Orders,7,l7w,362.0
BR,Recife,PE - REC - Afogados,Orders,7,l7w,326.0
PE,Ica,Santo_Domingo,Orders,7,l7w,288.0
EC,Quito,Nayon,Orders,7,l7w,360.0
BR,Rio De Janeiro,Meier,Orders,7,l7w,312.0
BR,Fortaleza,ce_for_montese/aero/castelao,Orders,7,l7w,247.0
EC,Guayaquil,Casa Laguna,Orders,7,l7w,336.0
CL,Iquique,Iquique,Orders,7,l7w,280.0
MX,Tulancingo,TGO La Rayuela,Orders,7,l7w,242.0
CR,San Jose,San_Jose_Centro,Orders,7,l7w,307.0
AR,San Juan,SAN_JUAN_SUR,Orders,7,l7w,255.0
PE,Huancayo,Chilca,Orders,7,l7w,265.0
MX,Tuxpam,TUX_Centro,Orders,7,l7w,288.0
BR,Grande São Paulo,SP - CPB - Carapicuíba,Orders,7,l7w,273.0
MX,Leon,LEO_Industrial,Orders,7,l7w,281.0
AR,Buenos Aires,PILAR,Orders,7,l7w,186.0
EC,Quito,Sur - este,Orders,7,l7w,325.0
MX,Atlacomulco,ATL San Lorenzo,Orders,7,l7w,263.0
BR,Recife,PE - REC - Areia/Ibura/Jordão,Orders,7,l7w,213.0
MX,Cadereyta De Jimenez,CENTRO CAD,Orders,7,l7w,268.0
BR,São Jose Dos Campos,SP - SJC - São José dos Campos,Orders,7,l7w,307.0
BR,Niteroi,Santa_Rosa,Orders,7,l7w,249.0
AR,Villa Carlos Paz,Carlos Paz,Orders,7,l7w,196.0
CL,Puerto Montt,Puerto Montt,Orders,7,l7w,213.0
EC,Guayaquil,Ciudad Celeste,Orders,7,l7w,261.0
CL,Antofagasta,Antofagasta Norte,Orders,7,l7w,235.0
BR,Fortaleza,ce_for_dunas/mdb/p_do_futuro/porto,Orders,7,l7w,185.0
EC,Quito,Carcelen,Orders,7,l7w,262.0
MX,Tlaxcala,TLX Tlaxcala Centro,Orders,7,l7w,227.0
CL,La Serena,Coquimbo,Orders,7,l7w,237.0
AR,Mendoza,GRAN_MENDOZA_MAIPU,Orders,7,l7w,186.0
MX,Zacatecas,ZAC Mecanicos,Orders,7,l7w,230.0
PE,Lima,San Luis Red,Orders,7,l7w,178.0
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Orders,7,l7w,211.0
PE,Lima,Huaycan,Orders,7,l7w,226.0
PE,Piura,Enace,Orders,7,l7w,232.0
BR,Rio De Janeiro,Taquara,Orders,7,l7w,187.0
CL,Concepcion,San Pedro,Orders,7,l7w,177.0
BR,Ribeirão Preto,SP - RAO - Norte,Orders,7,l7w,247.0
BR,Salvador,BA - SSA - Barra / Ondina,Orders,7,l7w,185.0
MX,Lazaro Cardenas,LCS La Orilla,Orders,7,l7w,144.0
BR,Campinas,SP - CPS - Gramado,Orders,7,l7w,239.0
BR,Rio De Janeiro,Sao Cristovao,Orders,7,l7w,202.0
BR,Ribeirão Preto,SP - RAO - Sul,Orders,7,l7w,192.0
CL,Santiago De Chile,chicureo,Orders,7,l7w,166.0
BR,Other,ce_for_dunas/mdb/p_do_futuro/porto,Orders,7,l7w,165.0
MX,Tula De Allende,TDA Centro,Orders,7,l7w,189.0
CR,San Jose,Guadalupe_Sabanilla,Orders,7,l7w,177.0
BR,Grande São Paulo,SP - SP - Tremembe,Orders,7,l7w,213.0
CL,Santiago De Chile,San Bernardo,Orders,7,l7w,236.0
BR,Niteroi,Sao_Francisco,Orders,7,l7w,181.0
AR,Buenos Aires,DEL_VISO,Orders,7,l7w,144.0
CR,San Jose,San_Pedro_Curri_3R,Orders,7,l7w,151.0
BR,Rio De Janeiro,Fregesia,Orders,7,l7w,191.0
BR,Curitiba,PR - CWB - Santa Felicidade,Orders,7,l7w,247.0
CL,Viña Del Mar,Curauma,Orders,7,l7w,205.0
EC,Santa Elena / Salinas / Libertad,Salinas,Orders,7,l7w,120.0
BR,Grande São Paulo,SP - SP - Granja Viana,Orders,7,l7w,160.0
MX,Tlaxcala,TLX San Gabriel Cuauhtla,Orders,7,l7w,153.0
BR,Fortaleza,ce_for_pici/joquei_c/parangaba,Orders,7,l7w,160.0
MX,Tlaxcala,TLX CHIAUTEMPAN,Orders,7,l7w,159.0
PE,Trujillo,Huanchaco,Orders,7,l7w,168.0
MX,Zacatecas,ZAC Centro,Orders,7,l7w,203.0
CL,Calama,Calama,Orders,7,l7w,171.0
EC,Guayaquil,Via la costa Este,Orders,7,l7w,217.0
BR,Brasilia,DF - BSB - Águas Claras,Orders,7,l7w,239.0
CL,Temuco,Temuco_Centro,Orders,7,l7w,172.0
CL,Rancagua,Manzanal,Orders,7,l7w,167.0
MX,Fresnillo,FRS Colosio,Orders,7,l7w,193.0
EC,Portoviejo,Portoviejo,Orders,7,l7w,178.0
AR,San Salvador De Jujuy,JUJUY,Orders,7,l7w,132.0
PE,Lima,Alameda Norte,Orders,7,l7w,167.0
CL,Talca,Talca,Orders,7,l7w,179.0
BR,Rio De Janeiro,Cachambi,Orders,7,l7w,153.0
PE,Ica,San_Joaquin,Orders,7,l7w,167.0
UY,Montevideo,Prado,Orders,7,l7w,191.0
BR,Grande São Paulo,SP - GRU - Jardim Matarazzo,Orders,7,l7w,153.0
AR,San Miguel De Tucuman,Yerba Buena,Orders,7,l7w,92.0
EC,Cuenca,Batan,Orders,7,l7w,175.0
CO,Bogota,Siberia,Orders,7,l7w,165.0
EC,Manta,Manta Beach,Orders,7,l7w,130.0
BR,Natal,RN - NAT - Parnamirim/Centro,Orders,7,l7w,138.0
BR,Curitiba,PR - CWB - CIC,Orders,7,l7w,149.0
AR,Cordoba,VILLA_ALLENDE,Orders,7,l7w,90.0
PE,Trujillo,El Porvenir,Orders,7,l7w,133.0
MX,Tecate,TCE Tecate,Orders,7,l7w,97.0
BR,Belo Horizonte,Santa_amalia/Venda_Nova,Orders,7,l7w,157.0
EC,Guayaquil,Prosperina,Orders,7,l7w,143.0
CL,Santiago De Chile,Colina,Orders,7,l7w,128.0
EC,Guayaquil,Matices,Orders,7,l7w,144.0
BR,Grande São Paulo,SP - OSC - Baronesa/Jardim Elvira,Orders,7,l7w,111.0
CL,Santiago De Chile,Población San Joaquin,Orders,7,l7w,132.0
BR,Fortaleza,ce_for_p_kennedy/a_bezerra/v_velha,Orders,7,l7w,154.0
MX,Cadereyta De Jimenez,Refineria_Cad,Orders,7,l7w,182.0
BR,Rio De Janeiro,Piedade,Orders,7,l7w,129.0
BR,Juiz De Fora,MG - JDF - Juiz de Fora,Orders,7,l7w,161.0
BR,Rio De Janeiro,Ilha do Governador,Orders,7,l7w,106.0
BR,Aracaju,SE - AJU - Aracaju,Orders,7,l7w,233.0
AR,La Plata,City Bell,Orders,7,l7w,125.0
EC,Quito,Eden del Valle,Orders,7,l7w,162.0
MX,Tula De Allende,TDA El Llano,Orders,7,l7w,90.0
MX,Orizaba,OZA El Bejucal,Orders,7,l7w,137.0
BR,Goiânia,GO - GYN - Jd. Novo Mundo,Orders,7,l7w,121.0
BR,Maceio,AL - MCZ - Maceió,Orders,7,l7w,125.0
MX,Los Cabos,LCS_El_Tezal,Orders,7,l7w,138.0
PE,Other,Other,Orders,7,l7w,113.0
EC,Guayaquil,Metropolis,Orders,7,l7w,160.0
EC,Guayaquil,Via a Daule,Orders,7,l7w,106.0
BR,Other,Other,Orders,7,l7w,16.0
MX,Tula De Allende,TDA San Marcos,Orders,7,l7w,101.0
